,guid,sentence,opinion_type,target,opinin_Term,polarity,aspect_p,pos_tag,emd_con1,emd_con2,emd_con3,emd_con4,OP_Term_Tag,Target_Tag
754,train-754,"['This', 'place', 'has', 'totally', 'weird', 'decor', ',', 'stairs', 'going', 'up', 'with', 'mirrored', 'walls', '-', 'I', 'am', 'surprised', 'how', 'no', 'one', 'yet', 'broke', 'their', 'head', 'or', 'fall', 'off', 'the', 'stairs', '-', 'mirrored', 'walls', 'make', 'you', 'dizzy', 'and', 'delusional', '...']",explicit,mirrored walls,delusional,negative,AMBIENCE GENERAL negative,"['DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'VERB', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O']"
755,train-755,"['The', 'food', 'is', 'amazing', ',', 'rich', 'pastas', 'and', 'fresh', 'doughy', 'pizza', '.']",explicit,food,amazing,positive,FOOD QUALITY positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
756,train-756,"['The', 'food', 'is', 'amazing', ',', 'rich', 'pastas', 'and', 'fresh', 'doughy', 'pizza', '.']",explicit,pastas,rich,positive,FOOD STYLE_OPTIONS positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'ADJ', 'O', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O']"
757,train-757,"['The', 'food', 'is', 'amazing', ',', 'rich', 'pastas', 'and', 'fresh', 'doughy', 'pizza', '.']",explicit,pizza,fresh doughy,positive,FOOD QUALITY positive,"['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'I-ET', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
758,train-758,"['limited', 'menu', ',', 'no', '-', 'so', '-', 'fresh', 'ingredients', ',', 'thinly', '-', 'sliced', 'fish', ',', 'fall', '-', 'apart', 'rice', '.']",explicit,menu,limited,negative,FOOD STYLE_OPTIONS negative,"['ADJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'NOUN', 'O']","['ADJ', 'NOUN', 'O', 'O', 'O', 'ADV', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'VERB', 'NOUN', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O']","['B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
759,train-759,"['limited', 'menu', ',', 'no', '-', 'so', '-', 'fresh', 'ingredients', ',', 'thinly', '-', 'sliced', 'fish', ',', 'fall', '-', 'apart', 'rice', '.']",explicit,ingredients,no-so-fresh,negative,FOOD QUALITY negative,"['ADJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'ADJ', 'NOUN', 'O', 'O', 'O', 'VERB', 'NOUN', 'O', 'O', 'O', 'ADJ', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'ADJ', 'NOUN', 'O', 'ADV', 'O', 'VERB', 'NOUN', 'O', 'NOUN', 'O', 'ADJ', 'NOUN', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
760,train-760,"['limited', 'menu', ',', 'no', '-', 'so', '-', 'fresh', 'ingredients', ',', 'thinly', '-', 'sliced', 'fish', ',', 'fall', '-', 'apart', 'rice', '.']",explicit,fish,thinly-sliced,negative,FOOD STYLE_OPTIONS negative,"['ADJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADV', 'O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O']"
761,train-761,"['limited', 'menu', ',', 'no', '-', 'so', '-', 'fresh', 'ingredients', ',', 'thinly', '-', 'sliced', 'fish', ',', 'fall', '-', 'apart', 'rice', '.']",explicit,rice,fall-apart,negative,FOOD STYLE_OPTIONS negative,"['ADJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
762,train-762,"['I', 'like', 'the', 'somosas', ',', 'chai', ',', 'and', 'the', 'chole', ',', 'but', 'the', 'dhosas', 'and', 'dhal', 'were', 'kinda', 'dissapointing', '.']",explicit,somosas,like,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'CCONJ', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADV', 'VERB', 'O']","['O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
763,train-763,"['I', 'like', 'the', 'somosas', ',', 'chai', ',', 'and', 'the', 'chole', ',', 'but', 'the', 'dhosas', 'and', 'dhal', 'were', 'kinda', 'dissapointing', '.']",explicit,chai,like,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'CCONJ', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADV', 'VERB', 'O']","['O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
764,train-764,"['I', 'like', 'the', 'somosas', ',', 'chai', ',', 'and', 'the', 'chole', ',', 'but', 'the', 'dhosas', 'and', 'dhal', 'were', 'kinda', 'dissapointing', '.']",explicit,chole,like,positive,FOOD QUALITY positive,"['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'VERB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['PRON', 'VERB', 'O', 'PROPN', 'O', 'PROPN', 'O', 'CCONJ', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'ADV', 'VERB', 'O']","['O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
765,train-765,"['I', 'like', 'the', 'somosas', ',', 'chai', ',', 'and', 'the', 'chole', ',', 'but', 'the', 'dhosas', 'and', 'dhal', 'were', 'kinda', 'dissapointing', '.']",explicit,dhosas,dissapointing,negative,FOOD QUALITY negative,"['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O', 'O', 'O']"
766,train-766,"['I', 'like', 'the', 'somosas', ',', 'chai', ',', 'and', 'the', 'chole', ',', 'but', 'the', 'dhosas', 'and', 'dhal', 'were', 'kinda', 'dissapointing', '.']",explicit,dhal,dissapointing,negative,FOOD QUALITY negative,"['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'VERB', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O', 'O', 'O', 'O']"
767,train-767,"['Food', 'is', 'great', '.']",explicit,Food,great,positive,FOOD QUALITY positive,"['NOUN', 'AUX', 'ADJ', 'PUNCT']","['O', 'AUX', 'ADJ', 'O']","['NOUN', 'AUX', 'ADJ', 'O']","['NOUN', 'AUX', 'ADJ', 'O']","['NOUN', 'AUX', 'ADJ', 'O']","['O', 'O', 'B-ET', 'O']","['B-EO', 'O', 'O', 'O']"
768,train-768,"['The', 'hot', 'dogs', 'are', 'good', ',', 'yes', ',', 'but', 'the', 'reason', 'to', 'get', 'over', 'here', 'is', 'the', 'fantastic', 'pork', 'croquette', 'sandwich', ',', 'perfect', 'on', 'its', 'supermarket', 'squishy', 'bun', '.']",explicit,hot dogs,good,positive,FOOD QUALITY positive,"['DET', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'ADV', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PRON', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['O', 'O', 'O', 'AUX', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'NOUN', 'AUX', 'ADJ', 'O', 'INTJ', 'O', 'CCONJ', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'O', 'INTJ', 'O', 'CCONJ', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'O', 'INTJ', 'O', 'CCONJ', 'O', 'NOUN', 'O', 'VERB', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'NOUN', 'NOUN', 'O', 'ADJ', 'ADP', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
769,train-769,"['The', 'hot', 'dogs', 'are', 'good', ',', 'yes', ',', 'but', 'the', 'reason', 'to', 'get', 'over', 'here', 'is', 'the', 'fantastic', 'pork', 'croquette', 'sandwich', ',', 'perfect', 'on', 'its', 'supermarket', 'squishy', 'bun', '.']",explicit,pork croquette sandwich,fantastic,positive,FOOD QUALITY positive,"['DET', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'ADV', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PRON', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'NOUN', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'I-EO', 'I-EO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
770,train-770,"['The', 'hot', 'dogs', 'are', 'good', ',', 'yes', ',', 'but', 'the', 'reason', 'to', 'get', 'over', 'here', 'is', 'the', 'fantastic', 'pork', 'croquette', 'sandwich', ',', 'perfect', 'on', 'its', 'supermarket', 'squishy', 'bun', '.']",explicit,bun,perfect,positive,FOOD QUALITY positive,"['DET', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'ADV', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PRON', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'O', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'O', 'O', 'O', 'AUX', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'O', 'VERB', 'O', 'O', 'AUX', 'O', 'ADJ', 'O', 'NOUN', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NOUN', 'PART', 'VERB', 'ADP', 'ADV', 'AUX', 'O', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'O', 'ADJ', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ET', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EO', 'O']"
